Gender	Auto-ID	Vater	Mutter	Käfignummer
m	48191	31939//agouti  L	32156//grey  L	Artem 1
m	48192	31939//agouti  L	32156//grey  L	Artem 1
m	48193	31939//agouti  L	32156//grey  L	Artem 1
m	48194	31939//agouti  L	32156//grey  L	Artem 1
m	48268	32055//black	32109//white  L	Artem 10
m	48269	32055//black	32109//white  L	Artem 10
m	48270	32055//black	32109//white  L	Artem 10
m	68510	48658//br - G19-831	50255//be L G19-816	Artem 100
m	68511	48658//br - G19-831	50255//be L G19-816	Artem 100/B
f	68512	48658//br - G19-831	50255//be L G19-816	Artem 101
f	68513	48658//br - G19-831	50255//be L G19-816	Artem 101
f	68514	48658//br - G19-831	50255//be L G19-816	Artem 101
f	68515	48658//br - G19-831	50255//be L G19-816	Artem 101
f	68516	48658//br - G19-831	50255//be L G19-816	Artem 101
m	68523	48681//bl R G19-833	50249//ag L G19-814	Artem 102
m	68524	48681//bl R G19-833	50249//ag L G19-814	Artem 102
m	68525	48681//bl R G19-833	50249//ag L G19-814	Artem 102/B
f	68526	48681//bl R G19-833	50249//ag L G19-814	Artem 103
f	68527	48681//bl R G19-833	50249//ag L G19-814	Artem 103
f	68528	48681//bl R G19-833	50249//ag L G19-814	Artem 103
f	68529	48681//bl R G19-833	50249//ag L G19-814	Artem 103
f	68530	48681//bl R G19-833	50249//ag L G19-814	Artem 104
f	68531	48681//bl R G19-833	50249//ag L G19-814	Artem 104
f	68532	48681//bl R G19-833	50249//ag L G19-814	Artem 104
m	68544	48718//bl - G19-837	48348//wh - G19-812	Artem 105
m	68545	48718//bl - G19-837	48348//wh - G19-812	Artem 105
m	68546	48718//bl - G19-837	48348//wh - G19-812	Artem 105
m	68547	48718//bl - G19-837	48348//wh - G19-812	Artem 106
m	68553	48718//bl - G19-837	48349//wh L G19-812	Artem 106
m	68554	48718//bl - G19-837	48349//wh L G19-812	Artem 106
f	68548	48718//bl - G19-837	48348//wh - G19-812	Artem 107
f	68549	48718//bl - G19-837	48348//wh - G19-812	Artem 107
f	68550	48718//bl - G19-837	48348//wh - G19-812	Artem 107
f	68551	48718//bl - G19-837	48348//wh - G19-812	Artem 107
f	68555	48718//bl - G19-837	48349//wh L G19-812	Artem 107
f	68556	48718//bl - G19-837	48349//wh L G19-812	Artem 107
m	68559	48799//gr - G19-843	49516//bl R G19-808	Artem 108
m	68558	48799//gr - G19-843	49516//bl R G19-808	Artem 108/B
m	68560	48799//gr - G19-843	49516//bl R G19-808	Artem 108/B
f	68561	48799//gr - G19-843	49516//bl R G19-808	Artem 109
f	68562	48799//gr - G19-843	49516//bl R G19-808	Artem 109
f	68563	48799//gr - G19-843	49516//bl R G19-808	Artem 109
f	68564	48799//gr - G19-843	49516//bl R G19-808	Artem 109
f	48271	32055//black	32109//white  L	Artem 11
f	48272	32055//black	32109//white  L	Artem 11
f	48273	32055//black	32109//white  L	Artem 11
f	48274	32055//black	32109//white  L	Artem 11
f	48275	32055//black	32109//white  L	Artem 11
f	68565	48799//gr - G19-843	49516//bl R G19-808	Artem 110
f	68566	48799//gr - G19-843	49516//bl R G19-808	Artem 110
f	68567	48799//gr - G19-843	49516//bl R G19-808	Artem 110
m	68568	48830//gr - G19-846	50231//be - G19-807	Artem 111
m	68569	48830//gr - G19-846	50231//be - G19-807	Artem 111
m	68570	48830//gr - G19-846	50231//be - G19-807	Artem 111
m	68572	48830//gr - G19-846	50231//be - G19-807	Artem 112
m	68573	48830//gr - G19-846	50231//be - G19-807	Artem 112
m	68571	48830//gr - G19-846	50231//be - G19-807	Artem 112/B
f	68574	48830//gr - G19-846	50231//be - G19-807	Artem 113
f	68575	48830//gr - G19-846	50231//be - G19-807	Artem 113
f	68576	48830//gr - G19-846	50231//be - G19-807	Artem 113
f	68577	48830//gr - G19-846	50231//be - G19-807	Artem 113
f	68578	48830//gr - G19-846	50231//be - G19-807	Artem 113
f	68579	48830//gr - G19-846	50232//gr - G19-807	Artem 114
f	68580	48830//gr - G19-846	50232//gr - G19-807	Artem 114
f	68581	48830//gr - G19-846	50232//gr - G19-807	Artem 114
f	68582	48830//gr - G19-846	50232//gr - G19-807	Artem 114
f	68583	48830//gr - G19-846	50232//gr - G19-807	Artem 114
m	68584	50287//be - G19-849	50215//bl L G19-805	Artem 115
m	68597	50308//ag R G19-853	48284//bl R G19-804	Artem 115
m	68598	50308//ag R G19-853	48284//bl R G19-804	Artem 115
m	68586	50287//be - G19-849	50213//bl - G19-805	Artem 116
m	68587	50287//be - G19-849	50213//bl - G19-805	Artem 116
m	68588	50287//be - G19-849	50213//bl - G19-805	Artem 116
f	68585	50287//be - G19-849	50215//bl L G19-805	Artem 117
f	68589	50287//be - G19-849	50213//bl - G19-805	Artem 117
f	68590	50287//be - G19-849	50213//bl - G19-805	Artem 117
f	68599	50308//ag R G19-853	48284//bl R G19-804	Artem 117
f	68600	50308//ag R G19-853	48284//bl R G19-804	Artem 117
m	68602	50322//ag - G19-854	48252//bl R G19-802	Artem 118
m	68603	50322//ag - G19-854	48252//bl R G19-802	Artem 118
m	68601	50322//ag - G19-854	48252//bl R G19-802	Artem 118/B
m	68604	50322//ag - G19-854	48252//bl R G19-802	Artem 119
m	68608	50322//ag - G19-854	48251//gr R G19-802	Artem 119
m	68609	50322//ag - G19-854	48251//gr R G19-802	Artem 119
f	48278	32055//black	32108//white	Artem 12
f	48279	32055//black	32108//white	Artem 12
f	48280	32055//black	32108//white	Artem 12
f	48281	32055//black	32108//white	Artem 12
f	48282	32055//black	32108//white	Artem 12
f	48283	32055//black	32108//white	Artem 12
f	68605	50322//ag - G19-854	48252//bl R G19-802	Artem 120
f	68606	50322//ag - G19-854	48252//bl R G19-802	Artem 120
f	68607	50322//ag - G19-854	48252//bl R G19-802	Artem 120
f	68610	50322//ag - G19-854	48251//gr R G19-802	Artem 120
f	68611	50322//ag - G19-854	48251//gr R G19-802	Artem 120
f	68612	50322//ag - G19-854	48251//gr R G19-802	Artem 120
m	68624	48190//ag - G19-798	48210//bl - G19-799	Artem 121
m	68625	48190//ag - G19-798	48210//bl - G19-799	Artem 121
m	68626	48190//ag - G19-798	48210//bl - G19-799	Artem 121
f	68627	48190//ag - G19-798	48210//bl - G19-799	Artem 122
f	68628	48190//ag - G19-798	48210//bl - G19-799	Artem 122
f	68629	48190//ag - G19-798	48210//bl - G19-799	Artem 122
f	68630	48190//ag - G19-798	48210//bl - G19-799	Artem 122
m	68631	48242//gr - G19-802	48196//ag L G19-798	Artem 123
m	68632	48242//gr - G19-802	48196//ag L G19-798	Artem 123
m	68633	48242//gr - G19-802	48196//ag L G19-798	Artem 123
m	68634	48242//gr - G19-802	48196//ag L G19-798	Artem 124
m	68635	48242//gr - G19-802	48196//ag L G19-798	Artem 124
f	68636	48242//gr - G19-802	48196//ag L G19-798	Artem 125
f	68637	48242//gr - G19-802	48196//ag L G19-798	Artem 125
f	68638	48242//gr - G19-802	48196//ag L G19-798	Artem 125
f	68639	48242//gr - G19-802	48196//ag L G19-798	Artem 125
f	68640	48242//gr - G19-802	48196//ag L G19-798	Artem 125
m	68649	48886//ag R G19-797	50352//ag R G19-855	Artem 126
m	68650	48886//ag R G19-797	50352//ag R G19-855	Artem 126
m	68651	48886//ag R G19-797	50352//ag R G19-855	Artem 126/B
m	68655	48886//ag R G19-797	50350//ag - G19-855	Artem 127
m	68654	48886//ag R G19-797	50350//ag - G19-855	Artem 127/B
f	68652	48886//ag R G19-797	50352//ag R G19-855	Artem 128
f	68653	48886//ag R G19-797	50352//ag R G19-855	Artem 128
f	68656	48886//ag R G19-797	50350//ag - G19-855	Artem 128
f	68657	48886//ag R G19-797	50350//ag - G19-855	Artem 128
f	68658	48886//ag R G19-797	50350//ag - G19-855	Artem 128
m	68659	48189//bl - G19-798	50328//bl L G19-854	Artem 129
m	68660	48189//bl - G19-798	50328//bl L G19-854	Artem 129
m	68661	48189//bl - G19-798	50328//bl L G19-854	Artem 129
m	48288	32002//black	32239//black	Artem 13
m	48289	32002//black	32239//black	Artem 13
m	48290	32002//black	32239//black	Artem 13
m	48291	32002//black	32239//black	Artem 13
m	48292	32002//black	32239//black	Artem 13
m	68662	48189//bl - G19-798	50328//bl L G19-854	Artem 130
m	68663	48189//bl - G19-798	50328//bl L G19-854	Artem 130
f	68664	48189//bl - G19-798	50328//bl L G19-854	Artem 131
f	68665	48189//bl - G19-798	50328//bl L G19-854	Artem 131
f	68666	48189//bl - G19-798	50327//bl - G19-854	Artem 131
f	68667	48189//bl - G19-798	50327//bl - G19-854	Artem 131
f	68668	48189//bl - G19-798	50327//bl - G19-854	Artem 131
m	68669	48277//gr - G19-804	48849//be - G19-847	Artem 132
m	68670	48277//gr - G19-804	48849//be - G19-847	Artem 132
f	68671	48277//gr - G19-804	48849//be - G19-847	Artem 133
f	68672	48277//gr - G19-804	48849//be - G19-847	Artem 133
f	68673	48277//gr - G19-804	48849//be - G19-847	Artem 133
m	68675	48299//ag R G19-806	48827//ag - G19-845	Artem 134
m	68678	48299//ag R G19-806	48825//bl - G19-845	Artem 134
m	68674	48299//ag R G19-806	48827//ag - G19-845	Artem 134/B
m	68676	48299//ag R G19-806	48827//ag - G19-845	Artem 135
m	68677	48299//ag R G19-806	48827//ag - G19-845	Artem 135
m	68680	48299//ag R G19-806	48825//bl - G19-845	Artem 136
m	68681	48299//ag R G19-806	48825//bl - G19-845	Artem 136
m	68679	48299//ag R G19-806	48825//bl - G19-845	Artem 136/B
f	68682	48299//ag R G19-806	48825//bl - G19-845	Artem 137
f	68683	48299//ag R G19-806	48825//bl - G19-845	Artem 137
f	68684	48299//ag R G19-806	48825//bl - G19-845	Artem 137
f	68685	48299//ag R G19-806	48825//bl - G19-845	Artem 137
m	68690	48305//bl R G19-808	50282//wh - G19-841	Artem 138
m	68692	48305//bl R G19-808	50282//wh - G19-841	Artem 138
m	68691	48305//bl R G19-808	50282//wh - G19-841	Artem 138/B
m	68693	48305//bl R G19-808	50282//wh - G19-841	Artem 139
m	68701	48305//bl R G19-808	50283//ag - G19-841	Artem 139
m	68702	48305//bl R G19-808	50283//ag - G19-841	Artem 139
f	48293	32002//black	32239//black	Artem 14
f	48294	32002//black	32239//black	Artem 14
f	48295	32002//black	32239//black	Artem 14
m	68703	48305//bl R G19-808	50283//ag - G19-841	Artem 140
m	68704	48305//bl R G19-808	50283//ag - G19-841	Artem 140
m	68705	48305//bl R G19-808	50283//ag - G19-841	Artem 140
f	68694	48305//bl R G19-808	50282//wh - G19-841	Artem 141
f	68695	48305//bl R G19-808	50282//wh - G19-841	Artem 141
f	68696	48305//bl R G19-808	50282//wh - G19-841	Artem 141
f	68697	48305//bl R G19-808	50282//wh - G19-841	Artem 141
f	68698	48305//bl R G19-808	50282//wh - G19-841	Artem 141
f	68699	48305//bl R G19-808	50282//wh - G19-841	Artem 142
f	68700	48305//bl R G19-808	50282//wh - G19-841	Artem 142
f	68706	48305//bl R G19-808	50283//ag - G19-841	Artem 142
f	68707	48305//bl R G19-808	50283//ag - G19-841	Artem 142
f	68708	48305//bl R G19-808	50283//ag - G19-841	Artem 142
f	68709	48305//bl R G19-808	50283//ag - G19-841	Artem 143
f	68710	48305//bl R G19-808	50283//ag - G19-841	Artem 143
f	68711	48305//bl R G19-808	50283//ag - G19-841	Artem 143
f	68712	48305//bl R G19-808	50283//ag - G19-841	Artem 143
m	68713	48312//ag - G19-809	48768//bl L G19-840	Artem 144
m	68714	48312//ag - G19-809	48768//bl L G19-840	Artem 144
m	68715	48312//ag - G19-809	48768//bl L G19-840	Artem 144
m	68716	48312//ag - G19-809	48768//bl L G19-840	Artem 145
m	68717	48312//ag - G19-809	48768//bl L G19-840	Artem 145
m	68718	48312//ag - G19-809	48768//bl L G19-840	Artem 145
m	68721	48312//ag - G19-809	48769//bl R G19-840	Artem 146
m	68722	48312//ag - G19-809	48769//bl R G19-840	Artem 146
m	68723	48312//ag - G19-809	48769//bl R G19-840	Artem 146
f	68719	48312//ag - G19-809	48768//bl L G19-840	Artem 147
f	68720	48312//ag - G19-809	48768//bl L G19-840	Artem 147
f	68724	48312//ag - G19-809	48769//bl R G19-840	Artem 147
m	68725	48329//bl - G19-811	48721//gr R G19-837	Artem 148
m	68726	48329//bl - G19-811	48721//gr R G19-837	Artem 148
m	68727	48329//bl - G19-811	48721//gr R G19-837	Artem 149
m	68728	48329//bl - G19-811	48721//gr R G19-837	Artem 149
m	48306	32121//black  L	32263//black	Artem 15
m	48307	32121//black  L	32263//black	Artem 15
f	68729	48329//bl - G19-811	48721//gr R G19-837	Artem 150
f	68730	48329//bl - G19-811	48721//gr R G19-837	Artem 150
f	68731	48329//bl - G19-811	48721//gr R G19-837	Artem 150
f	68732	48329//bl - G19-811	48721//gr R G19-837	Artem 150
m	68733	48346//gr - G19-812	48707//bl R G19-834	Artem 151
m	68734	48346//gr - G19-812	48707//bl R G19-834	Artem 151
f	68735	48346//gr - G19-812	48707//bl R G19-834	Artem 152
f	68739	48382//bl - G19-815	48672//bl - G19-832	Artem 152
f	68740	48382//bl - G19-815	48672//bl - G19-832	Artem 152
f	68741	48382//bl - G19-815	48672//bl - G19-832	Artem 152
f	68742	48382//bl - G19-815	48672//bl - G19-832	Artem 152
m	68737	48382//bl - G19-815	48672//bl - G19-832	Artem 153
m	68738	48382//bl - G19-815	48672//bl - G19-832	Artem 153
m	68748	50252//be - G19-816	48665//ag - G19-831	Artem 154
m	68749	50252//be - G19-816	48665//ag - G19-831	Artem 154
f	68750	50252//be - G19-816	48665//ag - G19-831	Artem 155
f	68751	50252//be - G19-816	48665//ag - G19-831	Artem 155
f	68752	50252//be - G19-816	48665//ag - G19-831	Artem 155
f	68753	50252//be - G19-816	48665//ag - G19-831	Artem 155
f	68754	50252//be - G19-816	48665//ag - G19-831	Artem 155
m	68758	48386//bl - G19-818	48617//bl - G19-829	Artem 156
m	68759	48386//bl - G19-818	48617//bl - G19-829	Artem 156
m	68760	48386//bl - G19-818	48617//bl - G19-829	Artem 156
m	68762	48386//bl - G19-818	48617//bl - G19-829	Artem 157
m	68763	48386//bl - G19-818	48617//bl - G19-829	Artem 157
m	68761	48386//bl - G19-818	48617//bl - G19-829	Artem 157/B
f	68764	48386//bl - G19-818	48617//bl - G19-829	Artem 158
f	68765	48386//bl - G19-818	48617//bl - G19-829	Artem 158
f	68776	48450//bl - G19-820	48563//bl LR G19-827	Artem 158
f	68777	48450//bl - G19-820	48563//bl LR G19-827	Artem 158
m	68766	48450//bl - G19-820	48563//bl LR G19-827	Artem 159
m	68767	48450//bl - G19-820	48563//bl LR G19-827	Artem 159
m	68768	48450//bl - G19-820	48563//bl LR G19-827	Artem 159
f	48310	32121//black  L	32263//black	Artem 16
f	48311	32121//black  L	32263//black	Artem 16
f	48318	32148//agouti  L	32188//agouti  L	Artem 16
f	48319	32148//agouti  L	32188//agouti  L	Artem 16
m	68769	48450//bl - G19-820	48563//bl LR G19-827	Artem 160
m	68770	48450//bl - G19-820	48563//bl LR G19-827	Artem 160
m	68771	48450//bl - G19-820	48563//bl LR G19-827	Artem 160
m	68772	48450//bl - G19-820	48563//bl LR G19-827	Artem 161
m	68773	48450//bl - G19-820	48563//bl LR G19-827	Artem 161
m	68774	48450//bl - G19-820	48563//bl LR G19-827	Artem 162
m	68775	48450//bl - G19-820	48563//bl LR G19-827	Artem 162
m	68797	48479//be L G19-822	48511//ag - G19-824	Artem 163
m	68798	48479//be L G19-822	48511//ag - G19-824	Artem 163
m	68799	48479//be L G19-822	48511//ag - G19-824	Artem 164
m	68800	48479//be L G19-822	48511//ag - G19-824	Artem 164
f	68801	48479//be L G19-822	48511//ag - G19-824	Artem 165
f	68802	48479//be L G19-822	48511//ag - G19-824	Artem 165
f	68803	48479//be L G19-822	48511//ag - G19-824	Artem 165
f	68804	48479//be L G19-822	48511//ag - G19-824	Artem 165
m	69195	48681//bl R G19-833	50247//bl LR G19-814	Artem 166
m	69197	48681//bl R G19-833	50247//bl LR G19-814	Artem 166
m	69198	48681//bl R G19-833	50247//bl LR G19-814	Artem 166
m	69199	48681//bl R G19-833	50247//bl LR G19-814	Artem 167
m	69200	48681//bl R G19-833	50247//bl LR G19-814	Artem 167
f	69201	48681//bl R G19-833	50247//bl LR G19-814	Artem 168
f	69202	48681//bl R G19-833	50247//bl LR G19-814	Artem 168
f	69203	48681//bl R G19-833	50247//bl LR G19-814	Artem 168
f	69204	48681//bl R G19-833	50247//bl LR G19-814	Artem 168
f	69205	48681//bl R G19-833	50247//bl LR G19-814	Artem 168
f	69196	48681//bl R G19-833	50247//bl LR G19-814	Artem 169
f	69206	48681//bl R G19-833	50247//bl LR G19-814	Artem 169
f	69207	48681//bl R G19-833	50247//bl LR G19-814	Artem 169
f	69208	48681//bl R G19-833	50247//bl LR G19-814	Artem 169
m	48330	32198//black	32320//black  R	Artem 17
m	48331	32198//black	32320//black  R	Artem 17
m	48332	32198//black	32320//black  R	Artem 17
m	48333	32198//black	32320//black  R	Artem 17
m	48334	32198//black	32320//black  R	Artem 17
m	48335	32198//black	32320//black  R	Artem 17
f	69209	48959//ag - G19-839	50242//bl R G19-810	Artem 170
f	69210	48959//ag - G19-839	50242//bl R G19-810	Artem 170
f	69211	48959//ag - G19-839	50242//bl R G19-810	Artem 170
f	69212	48959//ag - G19-839	50242//bl R G19-810	Artem 170
m	69219	50258//bl L G19-848	48301//ag L G19-806	Artem 171
m	69220	50258//bl L G19-848	48301//ag L G19-806	Artem 171
m	69218	50258//bl L G19-848	48301//ag L G19-806	Artem 171/B
m	69228	50258//bl L G19-848	48302//bl - G19-806	Artem 172
m	69229	50258//bl L G19-848	48302//bl - G19-806	Artem 172
m	69230	50258//bl L G19-848	48302//bl - G19-806	Artem 172/B
m	69231	50258//bl L G19-848	48302//bl - G19-806	Artem 173
m	69232	50258//bl L G19-848	48302//bl - G19-806	Artem 173
m	69233	50258//bl L G19-848	48302//bl - G19-806	Artem 173
f	69221	50258//bl L G19-848	48301//ag L G19-806	Artem 174
f	69222	50258//bl L G19-848	48301//ag L G19-806	Artem 174
f	69223	50258//bl L G19-848	48301//ag L G19-806	Artem 174
f	69224	50258//bl L G19-848	48301//ag L G19-806	Artem 174
f	69225	50258//bl L G19-848	48301//ag L G19-806	Artem 174
f	69226	50258//bl L G19-848	48301//ag L G19-806	Artem 174
f	69227	50258//bl L G19-848	48301//ag L G19-806	Artem 175
f	69234	50258//bl L G19-848	48302//bl - G19-806	Artem 175
f	69235	50258//bl L G19-848	48302//bl - G19-806	Artem 175
f	69236	50258//bl L G19-848	48302//bl - G19-806	Artem 175
f	69237	50258//bl L G19-848	48302//bl - G19-806	Artem 175
f	69272	50368//bl - G19-856	48220//gr - G19-800	Artem 175
f	69273	50368//bl - G19-856	48220//gr - G19-800	Artem 175
f	69274	50368//bl - G19-856	48220//gr - G19-800	Artem 175
m	69264	50368//bl - G19-856	48220//gr - G19-800	Artem 176
m	69265	50368//bl - G19-856	48220//gr - G19-800	Artem 176
m	69266	50368//bl - G19-856	48220//gr - G19-800	Artem 177
m	69267	50368//bl - G19-856	48220//gr - G19-800	Artem 177
f	69268	50368//bl - G19-856	48220//gr - G19-800	Artem 178
f	69269	50368//bl - G19-856	48220//gr - G19-800	Artem 178
f	69270	50368//bl - G19-856	48220//gr - G19-800	Artem 178
f	69271	50368//bl - G19-856	48220//gr - G19-800	Artem 178
f	48336	32198//black	32320//black  R	Artem 18
f	48337	32198//black	32320//black  R	Artem 18
f	48338	32198//black	32320//black  R	Artem 18
f	48339	32198//black	32320//black  R	Artem 18
f	48340	32198//black	32320//black  R	Artem 18
m	69292	48323//ag - G19-811	48834//bl L G19-846	Artem 180
m	69293	48323//ag - G19-811	48834//bl L G19-846	Artem 180
m	69294	48323//ag - G19-811	48834//bl L G19-846	Artem 180/B
m	69295	48323//ag - G19-811	48834//bl L G19-846	Artem 181
m	69296	48323//ag - G19-811	48834//bl L G19-846	Artem 181
m	69297	48323//ag - G19-811	48834//bl L G19-846	Artem 181
m	69298	48323//ag - G19-811	48834//bl L G19-846	Artem 182
m	69307	48323//ag - G19-811	48833//bl - G19-846	Artem 182
m	69308	48323//ag - G19-811	48833//bl - G19-846	Artem 182
f	69299	48323//ag - G19-811	48834//bl L G19-846	Artem 183
f	69300	48323//ag - G19-811	48834//bl L G19-846	Artem 183
f	69301	48323//ag - G19-811	48834//bl L G19-846	Artem 183
f	69302	48323//ag - G19-811	48834//bl L G19-846	Artem 183
f	69303	48323//ag - G19-811	48834//bl L G19-846	Artem 183
f	69304	48323//ag - G19-811	48834//bl L G19-846	Artem 183
f	69305	48323//ag - G19-811	48834//bl L G19-846	Artem 184
f	69309	48323//ag - G19-811	48833//bl - G19-846	Artem 184
f	69310	48323//ag - G19-811	48833//bl - G19-846	Artem 184
f	69311	48323//ag - G19-811	48833//bl - G19-846	Artem 184
f	69312	48323//ag - G19-811	48833//bl - G19-846	Artem 184
m	69314	50244//ag - G19-814	48828//ag L G19-845	Artem 185
m	69315	50244//ag - G19-814	48828//ag L G19-845	Artem 185
m	69316	50244//ag - G19-814	48828//ag L G19-845	Artem 185
m	69317	50244//ag - G19-814	48828//ag L G19-845	Artem 186
m	69318	50244//ag - G19-814	48828//ag L G19-845	Artem 186
m	69319	50244//ag - G19-814	48828//ag L G19-845	Artem 186
f	69320	50244//ag - G19-814	48828//ag L G19-845	Artem 187
f	69321	50244//ag - G19-814	48828//ag L G19-845	Artem 187
f	69322	50244//ag - G19-814	48828//ag L G19-845	Artem 187
f	69323	50244//ag - G19-814	48828//ag L G19-845	Artem 187
f	69324	50244//ag - G19-814	48828//ag L G19-845	Artem 188
f	69325	50244//ag - G19-814	48828//ag L G19-845	Artem 188
f	69326	50244//ag - G19-814	48828//ag L G19-845	Artem 188
m	69329	48372//bl L G19-815	48685//bl R G19-833	Artem 189
m	69330	48372//bl L G19-815	48685//bl R G19-833	Artem 189
m	69331	48372//bl L G19-815	48685//bl R G19-833	Artem 189
f	48341	32198//black	32320//black  R	Artem 19
f	48342	32198//black	32320//black  R	Artem 19
f	48343	32198//black	32320//black  R	Artem 19
f	48344	32198//black	32320//black  R	Artem 19
f	48345	32198//black	32320//black  R	Artem 19
m	69332	48372//bl L G19-815	48685//bl R G19-833	Artem 190
m	69340	48372//bl L G19-815	48686//bl LR G19-833	Artem 190
m	69341	48372//bl L G19-815	48686//bl LR G19-833	Artem 190
m	69342	48372//bl L G19-815	48686//bl LR G19-833	Artem 191
m	69343	48372//bl L G19-815	48686//bl LR G19-833	Artem 191
f	69333	48372//bl L G19-815	48685//bl R G19-833	Artem 192
f	69334	48372//bl L G19-815	48685//bl R G19-833	Artem 192
f	69335	48372//bl L G19-815	48685//bl R G19-833	Artem 192
f	69336	48372//bl L G19-815	48685//bl R G19-833	Artem 192
f	69337	48372//bl L G19-815	48685//bl R G19-833	Artem 192
f	69338	48372//bl L G19-815	48685//bl R G19-833	Artem 193
f	69344	48372//bl L G19-815	48686//bl LR G19-833	Artem 193
f	69345	48372//bl L G19-815	48686//bl LR G19-833	Artem 193
f	69346	48372//bl L G19-815	48686//bl LR G19-833	Artem 193
m	69347	48480//ag - G19-822	48381//gr - G19-815	Artem 194
m	69348	48480//ag - G19-822	48381//gr - G19-815	Artem 194
m	69349	48480//ag - G19-822	48381//gr - G19-815	Artem 194
m	69350	48480//ag - G19-822	48381//gr - G19-815	Artem 195
m	69351	48480//ag - G19-822	48381//gr - G19-815	Artem 195
m	69352	48480//ag - G19-822	48381//gr - G19-815	Artem 195
m	69353	48480//ag - G19-822	48381//gr - G19-815	Artem 196
m	69354	48480//ag - G19-822	48381//gr - G19-815	Artem 196
m	69355	48480//ag - G19-822	48381//gr - G19-815	Artem 196
f	69356	48480//ag - G19-822	48381//gr - G19-815	Artem 197
f	69357	48480//ag - G19-822	48381//gr - G19-815	Artem 197
f	69358	48480//ag - G19-822	48381//gr - G19-815	Artem 197
f	69359	48480//ag - G19-822	48381//gr - G19-815	Artem 197
f	69360	48480//ag - G19-822	48381//gr - G19-815	Artem 197
f	69361	48480//ag - G19-822	48381//gr - G19-815	Artem 198
f	69362	48480//ag - G19-822	48381//gr - G19-815	Artem 198
f	69363	48480//ag - G19-822	48381//gr - G19-815	Artem 198
f	69364	48480//ag - G19-822	48381//gr - G19-815	Artem 198
f	69365	48480//ag - G19-822	48381//gr - G19-815	Artem 198
m	69368	50280//ag - G19-841	48889//ag L G19-797	Artem 199
m	69369	50280//ag - G19-841	48889//ag L G19-797	Artem 199
f	48198	31939//agouti  L	32156//grey  L	Artem 2
f	48203	31939//agouti  L	32155//grey	Artem 2
f	48204	31939//agouti  L	32155//grey	Artem 2
f	48205	31939//agouti  L	32155//grey	Artem 2
f	48206	31939//agouti  L	32155//grey	Artem 2
m	48356	35086//agouti L	32375//black	Artem 20
m	48357	35086//agouti L	32375//black	Artem 20
m	48358	35086//agouti L	32375//black	Artem 20
m	48359	35086//agouti L	32375//black	Artem 20
f	69370	50280//ag - G19-841	48889//ag L G19-797	Artem 200
f	69371	50280//ag - G19-841	48889//ag L G19-797	Artem 200
f	69372	50280//ag - G19-841	48889//ag L G19-797	Artem 200
f	69373	50280//ag - G19-841	48889//ag L G19-797	Artem 200
f	69374	50280//ag - G19-841	48889//ag L G19-797	Artem 200
f	69375	50280//ag - G19-841	48889//ag L G19-797	Artem 200
m	69386	48209//bl - G19-799	50311//bl R G19-853	Artem 201
m	69387	48209//bl - G19-799	50311//bl R G19-853	Artem 201
m	69385	48209//bl - G19-799	50311//bl R G19-853	Artem 201/B
m	69388	48209//bl - G19-799	50311//bl R G19-853	Artem 202
m	69389	48209//bl - G19-799	50311//bl R G19-853	Artem 202
f	69390	48209//bl - G19-799	50311//bl R G19-853	Artem 203
f	69391	48209//bl - G19-799	50311//bl R G19-853	Artem 203
