ID	taxanomy
JQ885954.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species group__Alternaria alternata complex;species__Alternaria alternata
JQ905808.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;species__Dothideomycetes sp. MS441
JQ936163.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Didymella;species__Didymella glomerata
JQ965023.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. KJ-2012
JQ993369.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces roseus
JQ993373.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma carnescens
JQ993392.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces roseus
JX012224.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium ellipsoideosporum
JX046435.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Peniophoraceae;genus__Peniophora;species__Peniophora lycii
JX083482.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps microcephala
JX083498.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps humidiphila
JX083501.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps humidiphila
JX083509.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps humidiphila
JX083513.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083514.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083515.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083517.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083518.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083519.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083520.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083522.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083523.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083524.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083525.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083527.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083528.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083529.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
JX083533.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps spartinae
JX083543.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps spartinae
JX129891.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Pyrenophora;species__Pyrenophora tritici-repentis
JX139701.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. FW-04
JX140925.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium meridianum
JX140926.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium meridianum
JX140928.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium meridianum
JX156357.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;species__Aspergillus vitricola
JX156358.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;species__Aspergillus vitricola
JX160061.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma herbarum
JX164069.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. FA-8A
JX164071.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporidiobolus;species__Sporidiobolus sp. FA-8H
JX174415.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
JX187587.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Pyrenophora;species__Pyrenophora teres;forma__Pyrenophora teres f. maculata
JX187588.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Pyrenophora;species__Pyrenophora teres;forma__Pyrenophora teres f. maculata
JX187589.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Pyrenophora;species__Pyrenophora teres;forma__Pyrenophora teres f. maculata
JX188106.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] oleophila
JX188107.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] oleophila
JX188120.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma carnescens
JX188130.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma tephrensis
JX188132.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma tephrensis
JX188133.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma tephrensis
JX188134.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma tephrensis
JX188234.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporidiobolus;species__Sporidiobolus metaroseus
JX188236.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporidiobolus;species__Sporidiobolus metaroseus
JX188237.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporidiobolus;species__Sporidiobolus aff. metaroseus P34D006
JX188248.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__Yamadazyma mexicana
JX394017.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema rajasthanensis
JX401949.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Ascochyta;species__Ascochyta sp. PHY-36
JX406528.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sesami
JX406530.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma herbarum
JX406546.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria solani
JX406552.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sesami
JX406580.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma herbarum
JX418353.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria tamaricis
JX418360.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria triticina
JX434676.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Peniophoraceae;genus__Peniophora;species__Peniophora aurantiaca
JX454532.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria infectoria
JX501751.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. UFGD_NBt01
JX524619.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Gloeophyllum;species__Gloeophyllum abietinum
JX524620.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Gloeophyllum;species__Gloeophyllum abietinum
JX524621.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Gloeophyllum;species__Gloeophyllum abietinum
JX535133.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Coniochaetales;family__Coniochaetaceae;genus__Coniochaeta;species__Coniochaeta sp. 169 OA-2013
JX648303.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. 57-6
JX648304.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. 58-1
JX648305.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria sp. 58-2
JX681101.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;genus__Microsphaeropsis;species__Microsphaeropsis olivacea
JX875945.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Didymella;species__Didymella sp. PE128
JX978231.1	kingdom__Fungi;species__fungal sp. NLEndoHerit_002_2006N5-15L-2
JX981474.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Didymella;species__Didymella sp. JP-2013
JX993814.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Kurtzmaniella;species__[Candida] railenensis
KC005682.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. JF-2013
KC005686.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Botryosphaeriales;family__Phyllostictaceae;genus__Phyllosticta;species__Phyllosticta sp. JF-2013
KC009344.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium solitum
KC009780.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium nalgiovense
KC009782.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium echinulatum
KC009783.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium chrysogenum
KC009786.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KC009787.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KC009790.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium chrysogenum
KC009797.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium nalgiovense
KC009809.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KC009819.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KC009831.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KC113302.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Cucurbitariaceae;genus__Pyrenochaeta;species__Pyrenochaeta sp. PKU F21
KC131285.1	kingdom__Fungi;species__fungal sp. TZ-2013
KC131339.1	kingdom__Fungi;species__fungal sp. TZ-2013
KC131353.1	kingdom__Fungi;species__fungal sp. TZ-2013
KC131432.1	kingdom__Fungi;species__fungal sp. TZ-2013
KC182129.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;genus__Candida;species__Candida sinolaborantium
KC182132.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;genus__Candida;species__Candida sinolaborantium
KC203049.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. JX1203
KC248542.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Epicoccum;species__Epicoccum plurivorum
KC254057.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria infectoria
KC311477.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Neoascochyta;species__Neoascochyta exitialis
KC344972.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium pimiteouiense
KC344973.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium pimiteouiense
KC344974.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium pimiteouiense
KC354541.1	kingdom__Fungi;species__fungal sp. FT27
KC427018.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma tephrensis
KC436057.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
KC455899.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. DBVPG 5365
KC460839.1	kingdom__Fungi;phylum__Basidiomycota;class__Wallemiomycetes;order__Wallemiales;family__Wallemiaceae;genus__Wallemia;species__Wallemia sebi
KC461537.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;species__Aspergillus niveoglaucus
KC492565.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria infectoria
KC505560.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Veluticeps;species__Veluticeps ambigua
KC506217.1	kingdom__Fungi;species__fungal sp. AM2013
KC506230.1	kingdom__Fungi;species__fungal sp. AM2013
KC514822.1	kingdom__Fungi;phylum__Basidiomycota;species__Basidiomycota sp. B360
KC514914.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Amylocorticiales;species__Amylocorticiales sp. Di70-5
KC514915.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Amylocorticiales;species__Amylocorticiales sp. Di283-3
KC544505.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
KC545798.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. SK5GW1L
KC545799.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. SK14JW2P
KC572019.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Polyporales;family__Polyporaceae;genus__Picipes;species__Picipes badius
KC572033.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Polyporales;family__Polyporaceae;genus__Polyporus;species__Polyporus tubiformis
