ID	taxanomy
KP216956.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. G2-P-2-5
KP216957.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KP216965.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KP216968.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KP219445.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Saccharomycetaceae;genus__Kluyveromyces;species__Kluyveromyces marxianus
KP230837.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Didymella;species__Didymella pinodella
KP245759.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium citreonigrum
KP255356.1	kingdom__Fungi;phylum__Basidiomycota;species__Basidiomycota sp. 79B
KP276499.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. A HL4-045
KP276500.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. B HL4-057
KP276501.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp. C HL4-061
KP276559.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma victoriae
KP276621.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Epicoccum;species__Epicoccum draconis
KP281456.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;species__Aspergillus ruber
KP299242.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species__Cryptococcus sp. P18o
KP299244.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma victoriae
KP299251.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma victoriae
KP299253.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Bulleribasidiaceae;genus__Vishniacozyma;species__Vishniacozyma victoriae
KP309888.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Cucurbitariaceae;genus__Pyrenochaeta;species__Pyrenochaeta sp. 04090205A
KP329595.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium citreonigrum
KP347435.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium crustosum
KP398868.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;species__Aspergillus proliferans
KP398871.1	kingdom__Fungi;phylum__Basidiomycota;class__Wallemiomycetes;order__Wallemiales;family__Wallemiaceae;genus__Wallemia;species__Wallemia sebi
KP398881.1	kingdom__Fungi;phylum__Basidiomycota;class__Wallemiomycetes;order__Wallemiales;family__Wallemiaceae;genus__Wallemia;species__Wallemia muriae
KP401867.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. E8
KP405228.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium crustosum
KP411569.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium crustosum
KP411575.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium crustosum
KP411582.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KP411588.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium echinulatum
KP418788.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;species__Aspergillus oryzae
KP641146.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria infectoria
KP670404.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Veluticeps;species__Veluticeps fasciculata
KP670405.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Veluticeps;species__Veluticeps fasciculata
KP670406.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Veluticeps;species__Veluticeps fasciculata
KP670407.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Veluticeps;species__Veluticeps fasciculata
KP670408.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Gloeophyllales;family__Gloeophyllaceae;genus__Veluticeps;species__Veluticeps berkeleyi
KP670428.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus;species__Aspergillus pseudoglaucus
KP670439.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium commune
KP686152.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Ectophoma;species__Ectophoma multirostrata
KP689210.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species group__Alternaria alternata complex;species__Alternaria alternata
KP698354.1	kingdom__Fungi;phylum__Ascomycota;species__Ascomycota sp. UNEX FECRGA 2012E363
KP714384.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Epicoccum;species__Epicoccum draconis
KP768310.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Amylocorticiales;family__Amylocorticiaceae;genus__Plicaturopsis;species__Plicaturopsis crispa
KP771707.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Polyporales;family__Phanerochaetaceae;genus__Phanerochaete;species__Phanerochaete chrysosporium
KP780443.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Pyrenophora;species__Pyrenophora trichostoma
KP794065.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium toxicarium
KP794086.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Cucurbitariaceae;genus__Neocucurbitaria;species__Neocucurbitaria unguis-hominis
KP794187.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__[Candida] spencermartinsiae
KP814272.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Stereaceae;genus__Chaetodermella;species__Chaetodermella luna
KP814288.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Stereaceae;genus__Chaetodermella;species__Chaetodermella luna
KP814295.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Stereaceae;genus__Chaetodermella;species__Chaetodermella luna
KP814301.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Amylocorticiales;family__Amylocorticiaceae;genus__Amyloxenasma;species__cf. Amyloxenasma sp. UC2023054
KP814348.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Atheliales;family__Atheliaceae;genus__Leptosporomyces;species__Leptosporomyces septentrionalis
KP814402.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Lachnocladiaceae;genus__Scytinostroma;species__Scytinostroma sp. 1 LR-2015
KP814420.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Atheliales;family__Atheliaceae;genus__Leptosporomyces;species__Leptosporomyces sp. 2 LF-2015
KP814438.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Peniophoraceae;genus__Peniophora;species__Peniophora cf. limitata UC2022878
KP814469.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Stereaceae;genus__Chaetodermella;species__Chaetodermella luna
KP814479.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Atheliales;family__Atheliaceae;genus__Fibulomyces;species__Fibulomyces fusoideus
KP814480.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Atheliales;family__Atheliaceae;genus__Fibulomyces;species__Fibulomyces fusoideus
KP814482.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Stereaceae;genus__Chaetodermella;species__Chaetodermella luna
KP860055.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Rhynchogastremataceae;genus__Papiliotrema;species__Papiliotrema mangalensis
KP890179.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Ophiostomatales;family__Ophiostomataceae;genus__Sporothrix;species__Sporothrix brasiliensis
KP890181.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Ophiostomatales;family__Ophiostomataceae;genus__Sporothrix;species__Sporothrix brasiliensis
KP890191.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Ophiostomatales;family__Ophiostomataceae;genus__Sporothrix;species__Sporothrix brasiliensis
KP890193.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Ophiostomatales;family__Ophiostomataceae;genus__Sporothrix;species__Sporothrix brasiliensis
KP890194.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Ophiostomatales;family__Ophiostomataceae;genus__Sporothrix;species__Sporothrix brasiliensis
KP895604.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__[Candida] membranifaciens
KP899390.1	kingdom__Fungi;phylum__Ascomycota;species__Ascomycota sp. UNEX FECRGA 2012E143
KP900735.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Russulales;family__Peniophoraceae;genus__Peniophora;species__Peniophora sp. 8-1F
KP991613.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp.
KP991619.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp.
KP991631.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp.
KP991634.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp.
KP992013.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;species__Sordariomycetes sp.
KR004834.1	kingdom__Fungi;species__fungal sp.
KR004837.1	kingdom__Fungi;species__fungal sp.
KR004873.1	kingdom__Fungi;species__fungal sp.
KR004875.1	kingdom__Fungi;species__fungal sp.
KR004884.1	kingdom__Fungi;species__fungal sp.
KR004891.1	kingdom__Fungi;species__fungal sp.
KR004898.1	kingdom__Fungi;species__fungal sp.
KR004919.1	kingdom__Fungi;species__fungal sp.
KR004940.1	kingdom__Fungi;species__fungal sp.
KR015911.1	kingdom__Fungi;species__fungal endophyte
KR016053.1	kingdom__Fungi;species__fungal endophyte
KR081403.1	kingdom__Fungi;phylum__Basidiomycota;class__Wallemiomycetes;order__Wallemiales;family__Wallemiaceae;genus__Wallemia;species__Wallemia sp.
KR093891.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp.
KR094444.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria infectoria
KR094460.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria infectoria
KR094465.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria infectoria
KR183769.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Leptosphaerulina;species__Leptosphaerulina australis
KR265131.1	kingdom__Fungi;phylum__Basidiomycota;class__Agaricomycetes;order__Polyporales;family__Phanerochaetaceae;genus__Phanerochaete;species__Phanerochaete chrysosporium
KR337258.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Clavicipitaceae;genus__Claviceps;species__Claviceps purpurea
KR698807.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698809.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698810.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698811.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698820.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698833.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698841.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698844.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698858.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698862.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698867.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698870.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698882.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698893.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698894.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698898.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698906.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698907.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698910.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698912.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698913.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR698917.1	kingdom__Fungi;species__fungal sp. TZ-2015b
KR709007.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium chlamydosporum species complex;species__Fusarium chlamydosporum
KR709011.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria tenuissima
KR709055.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KR813021.1	kingdom__Fungi;species__fungal sp. 2 EO-2015
KR857016.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Tremellaceae;genus__Tremella;species__Tremella sp. B HL-2015
KR857017.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Tremellaceae;genus__Tremella;species__Tremella sp. B HL-2015
KR857018.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Tremellaceae;genus__Tremella;species__Tremella sp. B HL-2015
KR857020.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Tremellaceae;genus__Tremella;species__Tremella sp. B HL-2015
KR857022.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Tremellaceae;genus__Tremella;species__Tremella sp. B HL-2015
KR857023.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Tremellaceae;genus__Tremella;species__Tremella sp. B HL-2015
KR857033.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Tremellaceae;genus__Tremella;species__Tremella sp. B HL-2015
KR873093.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. Smar 111
KR905621.1	kingdom__Fungi;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium;species__Penicillium sp. SF55
KR912276.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces roseus
KR912277.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces roseus
KR912278.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces roseus
KR912279.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces roseus
KR912280.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces roseus
KR912281.1	kingdom__Fungi;phylum__Basidiomycota;class__Microbotryomycetes;order__Sporidiobolales;family__Sporidiobolaceae;genus__Sporobolomyces;species__Sporobolomyces roseus
KT004556.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. 19959
KT004577.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma herbarum
KT067745.1	kingdom__Fungi;phylum__Basidiomycota;class__Tremellomycetes;order__Tremellales;family__Cryptococcaceae;genus__Cryptococcus;species group__Cryptococcus neoformans species complex;species__Cryptococcus neoformans
KT121495.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. CD-3B
KT150686.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__aff. Phoma sp.
KT150711.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__aff. Phoma sp.
KT175172.1	kingdom__Fungi;phylum__Ascomycota;class__Saccharomycetes;order__Saccharomycetales;family__Debaryomycetaceae;genus__Yamadazyma;species__[Candida] jaroonii
KT184774.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT184779.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium incarnatum
KT184783.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species__Fusarium sp. JTOC06
KT184788.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium chlamydosporum species complex;species__Fusarium chlamydosporum
KT192317.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. XC-2-1
KT192318.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma;species__Phoma sp. XC-1-1
KT213094.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213095.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213097.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213098.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213099.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213101.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213102.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213103.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213104.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213106.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213107.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213108.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213109.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213110.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213111.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213112.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213113.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213117.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213118.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213120.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213122.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213123.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213125.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213129.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213130.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213131.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213132.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213133.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213134.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213135.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213136.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213237.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT213238.1	kingdom__Fungi;phylum__Ascomycota;class__Sordariomycetes;order__Hypocreales;family__Nectriaceae;genus__Fusarium;species group__Fusarium incarnatum-equiseti species complex;species__Fusarium equiseti
KT224854.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Peyronellaea;species__Peyronellaea sp. S76
KT238884.1	kingdom__Fungi;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria;species__Alternaria tenuissima
