Generation	Sex	Color	Diet	Weight	Spleen	ANA100	Cholesterol	HDL	LDL	wt2Month	wt4month	wt6month	Steatosis	Ballooning	NAFLD	NASH	CRP.Conc	CRP	WBC	NE	LY	MO	EO	BA	NEperc	LYperc	MOperc	EOperc	BAperc	RBC	HB	HCT	MCV	MCH	MCHC	RDW	PLT	MPV	G0	G1	G2	G1S1	G2S1	G2S2	termGal	Gal	Sial	Sialbygal	MonoGal	biGal	IgA	IgG	IgM	AGM	AGbyM	AG	AbyG	AbyM	GbyM
68501	20	1	black	1	27.4	NA	1	175.328756	128.5019969	35.53459677	22.9	24.9	27.4	2	0	2	0	12.32	16.54	1.022	-0.777	0.779	-2.397	-3.194	6.9	4.058	6143.424	1.783	0.358	-0.596	5.54	2.72	25.4	0.022	3.661	29.1	3.371	5.796	0.159	35.7122245764448	41.3505011228681	8.69453217518858	4.55801122337153	9.31439190123628	0.370339000978291	50.045033298067	64.2877754235555	14.2427421254884	0.220446103494596	45.9085123462462	18.379263077404	-0.1189	-0.7498	-0.7766	-0.2333	2.2369	1.0019	-1.2574	1.1074	2.3647
68502	20	1	black	1	30.1	NA	0	156.9675727	141.7177862	25.97137424	25.5	26.6	30.1	1	0	1	0	NA	17.61	1.597	-0.511	1.374	-1.343	-2.293	4.43	3.474	6380.814	2.278	0.663	-0.082	4.89	2.55	21.2	0.023	3.647	30.7	3.246	6.494	0.175	41.5221301241448	40.6050125871681	7.32834886008857	4.56173912247153	5.76076489703628	0.222004409078291	47.933361447267	58.4778698758555	10.5445084285884	0.182131406494596	45.1667517097462	13.311118166104	0.4286	-1.912	-0.0607	0.167	1.7266	0.9468	-0.3545	1.0759	1.4304
68503	20	1	black	1	33.67	NA	0	187.9929828	78.84895619	105.8428252	29.2	32.7	33.67	0	0	0	0	NA	26.16	1.569	-0.616	1.361	-1.201	-2.976	6.9	3.345	6616.196	2.492	-0.061	-1.106	5.77	2.702	24.8	0.023	3.564	29.4	3.243	6.207	0.179	39.5332730696448	41.6982582112681	6.55820411308857	4.98268692587153	6.95397728073628	0.273600399278291	48.256462324367	60.4667269303554	12.2102646058884	0.202867185594596	46.6809451372462	13.785781793104	0.5172	-0.6149	0.0265	0.8256	2.2742	1.5499	-0.8204	1.089	1.9095
68510	20	0	agouti	2	40.06	NA	1	126.1578031	93.85363586	30.84620066	42.3	46.5	40.06	3	1	4	0	NA	22.31	1.371	0.113	0.94	-1.556	-3.194	9.53	5.335	4222.4	2.322	-0.061	-1.465	5.57	2.588	22.9	0.024	3.464	29.3	3.239	6.194	0.182	32.4605666951448	49.1943389082681	7.50868449468857	4.55543754857153	6.07627813373628	0.204694219678291	56.703023402867	67.5394333048555	10.8364099019884	0.156122502194596	53.7497764568462	13.789656848004	-0.1189	1.5424	1.1162	1.9151	1.9774	1.9463	-2.2018	-0.0966	2.1052
68511	20	0	black	0	32	NA	0	138.2790161	106.4322438	16.66666785	27.5	31.3	32	0	0	0	0	NA	10.2	1.065	-0.635	0.747	-2.033	-2.293	5.68	4.284	5270.76	2.098	1.239	0.183	4.08	2.47	15.5	0.026	3.873	39.4	3.219	6.806	0.109	53.9327847583448	32.4208970608681	3.70677787168857	5.76839449507153	3.84370503693628	0.327440777178291	36.127674932467	46.0672152416555	9.93954030918843	0.230290351894596	38.1892915559462	7.87792368580395	0.9414	-0.4871	-0.3244	0.9836	2.8785	1.9311	-0.5446	1.6407	2.1853
68512	20	1	black	2	40.4	NA	1	146.0200565	105.1592081	47.31722051	36.6	37.6	40.4	2	2	4	0	10.94	7.74	1.144	-0.03	0.713	-2.033	-6.908	31.62	5.55	4236.708	2.012	-6.908	-2.976	6.32	2.933	34.9	0.018	3.688	24.6	2.791	6.48	0.217	34.5165790627448	46.2353211780681	7.07876853568857	5.20661304857153	6.61651487443628	0.346203300478291	53.314089713767	65.4834209372554	12.1693312234884	0.183220224894596	51.4419342266462	14.041486710604	-0.9299	0.4273	0.5054	0.4393	1.2786	0.859	-2.3701	-0.3359	2.0342
68513	20	1	agouti	2	42.3	NA	1	154.9823146	112.7653374	39.12145848	35.4	40.2	42.3	1	2	3	0	NA	22.46	1.241	-0.186	0.904	-1.826	-4.51	31.62	4.897	5089.396	2.124	-1.709	-6.908	7.15	3.033	37.2	0.019	3.592	24.7	2.809	6.417	0.217	34.5804917039448	51.9080904253681	8.30947559828857	1.43754005247153	3.61126549933628	0.153136720578291	60.217566023667	65.4195082960555	5.20194227238843	0.0745680799945961	53.3456304777462	12.073877818304	-1.4255	1.1638	2.2827	1.4895	0.0679	0.7787	-3.0574	-1.8501	1.2073
68514	20	1	agouti	2	45.1	NA	1	181.0436384	140.3596709	40.83136681	38.7	39.3	45.1	2	2	4	0	11.8	25.29	1.406	0.077	1.015	-1.51	-3.863	31.62	5.157	4564.354	2.326	-0.939	-3.194	7.03	2.95	35.2	0.02	3.521	24.7	2.791	6.395	0.222	38.8934307908448	45.0464963801681	6.51748852068857	4.34789420677153	5.05909564813628	0.135594453378291	51.563984900867	61.1065692091555	9.54258430828843	0.155566448994596	49.3943905869462	11.712178622204	-1.1373	-0.6814	1.2661	0.3057	0.1774	0.2416	-2.074	-0.9804	1.0936
68515	20	1	agouti	2	46.1	NA	1	181.810152	137.8242945	52.27004689	39.1	43.9	46.1	1	2	3	0	11.59	10.96	1.911	0.647	1.522	-1.306	-6.908	31.62	5.309	4581.936	2.01	-2.797	-3.863	7.02	3.082	39.8	0.018	3.674	23.9	2.833	6.385	0.208	36.4456648009448	46.8606917694681	7.88240050998857	3.38963480507153	5.20925001973628	0.212358094778291	54.743092279467	63.5543351990555	8.81124291948842	0.136096304594596	50.2503265745462	13.304008624504	-0.7027	0.6379	2.0404	1.6783	0.565	1.1217	-2.2811	-1.1364	1.1448
68516	20	1	agouti	2	41.7	NA	1	238.4139374	157.2228835	95.19458324	38.8	39.3	41.7	3	2	5	1	NA	8.59	1.668	0.104	1.33	-1.047	-3.194	9.53	4.585	5099.388	2.585	-0.399	-1.51	6.34	2.983	34.6	0.018	3.742	25.7	2.827	6.479	0.222	36.4967003287448	47.8992232377681	7.34799524588857	3.22718396657153	4.73435802233628	0.294539198678291	55.247218483567	63.5032996712554	8.25608118768843	0.127298011094596	51.1264072043462	12.376892466904	-0.3781	0.4339	0.3131	0.7469	1.8308	1.2889	-1.9457	0.2136	2.1593
68523	20	0	agouti	1	40.1	NA	1	116.1128626	110.3768258	22.77705464	35.8	37.5	40.1	0	0	0	0	14.71	13.53	1.335	-0.288	1.085	-2.513	-6.908	31.62	4.452	6084	1.463	-3.194	-6.908	6.08	2.983	33.9	0.018	3.821	26.3	2.708	6.412	0.213	40.4966250568892	47.690160302935	6.43037516418701	1.95122535530054	3.28997603668676	0.141638084009431	54.120535467012	59.503374943111	5.38283947599308	0.0879453805147039	49.6413856582324	9.86198928488285	-0.6904	0.1588	0.9066	0.7692	1.0983	0.9337	-2.0741	-0.4057	1.6684
68524	20	0	agouti	1	32.5	NA	0	195.430429	154.9233601	31.04363178	NA	32.8	32.5	3	1	4	0	NA	15.77	0.963	0.02	0.372	-2.112	-3.474	31.62	6.245	3054.773	2.145	-0.009	-1.89	6.72	3	32.2	0.021	3.661	28	2.779	6.5	0.244	42.2920209000448	43.2908306298681	6.08649260088857	3.73468164527153	4.38316754833628	0.212806675578291	49.377323230767	57.7079790999555	8.33065586918843	0.145833453694596	47.0255122750462	10.682466824804	0.4404	0.6405	0.4543	1.5554	2.4599	2.0077	-1.3971	0.7574	2.1546
68526	20	1	agouti	0	23.5	NA	0	73.32762259	56.23213101	18.15323122	20.8	22.8	23.5	1	0	1	0	NA	17.48	1.445	-0.598	1.264	-1.959	-4.51	9.53	3.592	6955.56	1.806	-1.51	-1.465	5.39	2.683	24.5	0.022	3.661	29.4	3.277	6.439	0.147	45.6609591288448	42.1140468619681	5.75888522908857	2.64278023647153	3.77601077383628	0.0473177697782914	47.872932091067	54.3390408711554	6.46610878008843	0.122418007394596	44.7568270984462	9.58221377270395	-0.5302	-1.1239	0.7654	0.2749	0.7835	0.5293	-1.4217	-0.1919	1.2298
68527	20	1	agouti	0	24.7	NA	0	125.5288702	88.30760933	23.41338379	21.6	24.2	24.7	0	0	0	0	NA	15.49	1.241	-0.211	0.896	-1.766	-3.863	31.62	4.848	5012.64	2.234	-0.543	-2.033	5.65	2.646	24.5	0.023	3.521	28.6	3.182	5.969	0.196	40.1580498846448	45.0211842017681	6.84425487728857	3.08726255997153	4.75724764553628	0.132000830878291	51.865439078967	59.8419501153555	7.97651103638843	0.132988198194596	48.1084467616462	11.733503353704	0.1926	0.3026	0.7654	1.4223	1.9309	1.6767	-1.4498	0.3677	1.8175
68528	20	1	agouti	0	28	NA	0	101.8697046	68.79929625	22.75781675	26.5	27.8	28	0	0	0	0	NA	12.83	0.351	-1.273	0.068	-2.797	-4.51	31.62	4.429	5683.652	2.086	-0.865	-1.51	4.64	2.49	19.8	0.023	3.661	31.3	3.231	5.407	0.192	46.0029427706448	39.3804786045681	5.94848194878857	3.77168744307153	4.66465139403628	0.231757838978291	45.328960553367	53.9970572293554	8.66809667608842	0.165358744494596	43.1521660476462	10.844891181704	-0.0065	-0.4871	0.3131	0.6551	1.739	1.1971	-1.2786	0.5012	1.7798
68529	20	1	agouti	0	23	NA	0	91.52790707	41.5132983	54.3090816	21.8	22	23	0	0	0	0	NA	18.73	1.078	-0.734	0.82	-2.797	-2.397	4.94	4.051	5967.562	1.453	1.109	0.183	4.71	2.408	18.7	0.025	3.507	31	3.135	5.05	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5172	0.3472	-0.7766	0.7112	3.1814	1.9463	-1.2169	1.5999	2.8167
68530	20	1	agouti	1	29.2	NA	1	115.6458084	95.10176406	24.51017534	28.2	29.5	29.2	0	0	0	0	14.15	7.71	1.491	-0.211	1.194	-1.201	-3.474	31.62	4.276	5510.093	2.615	-0.493	-3.194	6.18	3.017	33.3	0.019	3.834	27.3	2.76	6.25	0.25	33.3180933316892	47.872602896235	8.47065563438701	3.77056196660054	6.28255032888676	0.285535842209431	56.343258530612	66.681906668311	10.3386481376931	0.152611162414704	51.6431648627324	15.0387418055829	-0.3228	0.0041	0.2188	0.5526	1.7566	1.1546	-1.7257	0.3164	2.0421
68532	20	1	agouti	1	32	NA	0	93.18986738	80.33608651	13.47287758	28.7	30	32	0	0	0	0	NA	6.77	1.778	0.728	1.292	-1.655	-3.863	31.62	5.911	3789.634	1.772	-1.076	-3.474	6.45	3.082	34.8	0.019	3.834	27.3	2.809	6.353	0.238	38.6326312469892	46.980225734935	6.67738835758701	3.00143090450054	4.49586792398676	0.212455832109431	53.657614092512	61.367368753011	7.70975466049308	0.123521958914704	49.9816566394324	11.3857121135829	-0.0163	-0.0299	-0.8142	0.1188	2.6369	1.3778	-1.4745	1.2107	2.6853
68544	20	0	grey	1	35	NA	0	157.5766631	139.4752483	20.90212594	NA	31.9	35	0	0	0	0	NA	7.6	1.151	-0.041	0.718	-2.397	-2.797	31.62	5.501	4212.01	1.679	0.632	-1.89	7.39	3.194	38.8	0.019	3.715	26.3	2.66	6.854	0.222	31.9575623580448	45.5883386412681	10.8202417208886	2.79873506317153	8.39446727253628	0.440654944178291	56.408580362167	68.0424376419554	11.6338572797884	0.166613375894596	48.3870737044462	19.655363937504	-0.9786	-0.7667	0.6967	0.0312	0.6273	0.3292	-1.9159	-0.4953	1.4206
68545	20	0	black	1	45.3	NA	0	160.1008168	118.8415505	51.84515253	NA	37.2	45.3	0	0	0	0	NA	7.92	0.908	-0.58	0.621	-3.194	-3.863	31.62	4.753	5607.014	1.237	-0.222	-1.655	7.4	3.194	38	0.019	3.715	26.8	2.741	6.859	0.222	45.1407121030892	43.173213923135	5.23878368058701	2.72665014470055	3.54883994308676	0.171800205409431	48.411997603712	54.859287896911	6.44729029319308	0.116545900314704	45.8998640678324	8.95942382908285	-1.4352	1.1188	-0.362	-0.2189	1.7239	0.7525	-3.0464	-0.1756	2.8709
68546	20	0	white	1	37.5	NA	0	141.1731847	129.3113021	28.01187634	33	35.9	37.5	1	2	3	0	NA	6.48	0.986	-0.58	0.708	-2.397	-4.51	31.62	4.551	5730.49	1.792	-0.965	-6.908	7.34	3.24	40.1	0.018	3.782	26.2	2.734	6.682	0.227	39.3086154311892	38.938881795735	9.84870131488701	4.28729302580054	7.17948462348676	0.437023808909431	48.787583110612	60.691384568811	11.9038014581931	0.195632663414704	43.2261748215324	17.4652097472828	-0.1707	-0.8125	0.7478	0.6704	1.2014	0.936	-1.2715	0.0977	1.3692
68548	20	1	white	2	45.6	NA	1	133.4506355	109.3684596	39.29047201	36.9	40.5	45.6	NA	NA	NA	NA	9.48	8.37	1.504	-0.105	1.227	-1.766	-4.51	31.62	4.477	5748.672	1.957	-1.269	-3.194	5.61	2.793	23.7	0.024	3.728	32.9	3.364	6.942	0.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5896	0.829	1.4584	0.7001	0.3272	0.5137	-3.0464	-1.4529	1.5935
68549	20	1	white	2	50.4	NA	0	167.3597997	118.3007124	58.57169256	36.8	43.8	50.4	NA	NA	NA	NA	NA	5.86	0.824	-1.47	0.668	-2.645	-3.863	31.62	3.205	7342.776	1.752	-0.029	-6.908	5.73	2.739	22.7	0.025	3.619	33	3.235	5.468	0.172	22.5791449188892	49.968224684235	13.514046082487	3.22198615370054	10.3096027340868	0.406995426609431	63.482270766612	77.420855081111	13.9385843144931	0.176524151814704	53.1902108379324	24.2306442431829	NA	NA	NA	NA	NA	NA	NA	NA	NA
68550	20	1	black	2	51	NA	0	177.0699954	153.1332398	55.4102292	47.2	48.8	51	NA	NA	NA	NA	NA	16.52	1.085	-0.916	0.859	-1.655	-4.51	31.62	3.676	6355.278	2.563	-1.604	-6.908	5.89	2.933	30.5	0.019	3.821	28.2	3.246	7.088	0.159	39.2288935301892	44.854273232935	7.43559688828701	2.87132859450054	5.38586881808676	0.224038935909431	52.289870121212	60.771106469811	8.48123634849308	0.137851147114704	47.7256018274324	13.0455046422829	NA	NA	NA	NA	NA	NA	NA	NA	NA
68551	20	1	black	2	49.4	NA	1	149.0869396	100.1236397	37.46433851	42.2	46.8	49.4	NA	NA	NA	NA	NA	12.89	1.449	-0.211	1.169	-1.655	-3.474	31.62	4.373	5716.872	2.105	-0.209	-3.194	5.56	2.828	26.4	0.021	3.795	30.3	3.227	6.957	0.159	27.8331475077892	48.144286906535	11.143849996287	3.41401561490054	9.07949360298676	0.385206371509431	59.288136902912	72.166852492211	12.8787155893931	0.175620035114704	51.5583025214324	20.6085499707828	-1.5896	1.0264	2.6181	1.519	-0.3291	0.595	-3.1278	-2.1905	0.9373
68555	20	1	white	2	64.3	NA	0	183.5622805	155.6736831	56.82159407	53	60.8	64.3	NA	NA	NA	NA	NA	16.33	1.044	-1.139	0.892	-2.645	-4.51	31.62	3.347	7366.789	1.622	-1.465	-2.198	4.91	2.828	26.6	0.018	4.037	30.1	3.105	7.049	0.179	30.9927404755892	44.868690130435	10.130191273587	4.59136420900054	8.97088044438676	0.446133467109431	54.998881404012	69.007259524411	14.0083781204931	0.201087856714704	49.4600543394324	19.5472051849829	NA	NA	NA	NA	NA	NA	NA	NA	NA
68556	20	1	white	2	54.7	NA	1	206.8385006	133.2223645	58.92143257	45.8	50.3	54.7	NA	NA	NA	NA	15.47	10.22	2.789	1.353	2.4	-0.753	-0.37	2.18	4.877	4591.418	1.697	1.45	0.263	3.28	2.775	15.6	0.021	4.848	49.4	3.434	7.651	0.154	37.8474009096892	44.032058972935	6.99350164558701	5.05855690860054	5.62754475718676	0.440936806009431	51.025560618512	62.152599090311	11.1270384717931	0.177872755514704	49.0906158815324	13.0619832087829	-1.3501	1.3508	0.4543	0.4618	1.3663	0.914	-3.0761	-0.6288	2.4472
68558	20	0	black	1	36.2	NA	0	176.9925772	153.7093496	26.56457978	29.9	35.1	36.2	NA	NA	NA	NA	NA	8.43	-0.174	-1.715	-0.446	-3.863	-6.908	31.62	4.575	5852.25	1.603	-6.908	-6.908	5.52	2.683	22.6	0.024	3.606	31.9	3.307	6.075	0.179	39.6583647249892	41.836951176635	7.12150592328701	5.34228896550054	5.76404095378676	0.276848255909431	48.958457099912	60.341635275011	11.3831781750931	0.188057012014704	47.1792401421324	13.1623951328829	0.2009	0.2249	-0.1321	0.8259	2.4762	1.6511	-1.4112	0.945	2.3562
68559	20	0	black	0	30.4	NA	0	106.9468237	86.42081047	28.50200686	24.9	29.2	30.4	0	0	0	0	NA	12.59	1.556	-0.844	1.409	-1.604	-4.51	31.62	3.005	7461.504	2.078	-1.604	-2.645	6.92	3.082	35.4	0.02	3.701	26.8	2.715	6.423	0.25	41.2787946772448	40.4888511957681	6.60599003008857	5.42313138067153	6.02337011293628	0.179862603378291	47.094841225767	58.7212053227555	11.6263640969884	0.200070501194596	45.9119825764462	12.809222746404	-1.4402	-1.2521	-1.1504	-1.7011	1.2448	-0.2282	-2.0733	0.3221	2.3955
68561	20	0	black	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.9742152018892	43.060310595235	9.20747568528702	5.22865965490054	9.23326085908676	0.296078003509431	52.267786280512	67.025784798111	14.7579985175931	0.218933843014704	48.2889702502324	18.7368145478829	NA	NA	NA	NA	NA	NA	NA	NA	NA
68562	20	1	black	1	27.2	NA	0	98.86818352	71.19079993	27.47764652	23.6	26.4	27.2	NA	NA	NA	NA	NA	8.86	1.652	0	1.391	-1.604	-4.51	31.62	4.369	5933.621	1.939	-1.959	-6.908	5.65	2.811	26.4	0.021	3.742	29.9	2.901	7.156	0.161	31.4579281017892	41.691175218435	10.427702237287	5.17503581300054	10.7370755587868	0.511083070809431	52.118877455712	68.542071898211	16.4231944424931	0.238453639814704	46.8662110314324	21.6758608667828	-0.4953	1.1011	-1.2218	-0.0452	2.9913	1.4731	-2.3112	1.0992	3.4104
68563	20	1	black	1	25.8	NA	0	140.0133144	124.5482219	33.07019098	25.2	27.1	25.8	NA	NA	NA	NA	NA	3	1.869	0.262	1.607	-1.655	-6.908	31.62	4.471	5927.46	1.729	-3.474	-6.908	5.5	2.702	22.9	0.024	3.647	31.9	3.346	6.672	0.192	38.1772132616892	44.560506849035	6.23970222398701	5.03151059190054	5.74620018178676	0.244866891609431	50.800209073012	61.822786738311	11.0225776652931	0.177187474114704	49.5920174409324	12.2307692973829	-0.9299	0.0041	-0.5843	-0.4282	1.7974	0.6846	-2.1957	0.3572	2.553
68564	20	1	black	1	28.6	NA	0	137.2170379	127.5727693	26.27924961	25.1	28.6	28.6	NA	NA	NA	NA	NA	9.8	1.396	-0.094	1.004	-1.234	-2.513	6.9	4.739	4572.464	2.696	0.733	-0.543	5.54	2.646	23.4	0.024	3.55	29.9	3.303	5.966	0.159	32.0934556604892	51.479922395835	7.87180885438701	3.54407862540054	4.90430332188676	0.106431142009431	59.351731250212	67.906544339511	8.55481308929308	0.122806763914704	55.0240010212324	12.8825433182829	-0.9299	0.614	-0.5843	-0.1769	2.0487	0.936	-2.447	0.3572	2.8043
68565	20	1	black	2	33.1	NA	0	147.4104282	117.2823395	41.98997545	31.5	32.8	33.1	2	2	4	0	NA	13.88	1.008	-0.777	0.788	-2.513	-6.908	31.62	4.088	6441.668	1.738	-6.908	-6.908	7.28	3.194	37.2	0.02	3.742	27.4	2.779	6.351	0.222	38.8247736452892	47.744135482735	6.18430135098701	2.98361090530054	4.11672927198676	0.146449343609431	53.928436833712	61.175226354711	7.24678952099308	0.116233933114704	50.7277463881324	10.4474799665829	NA	NA	NA	NA	NA	NA	NA	NA	NA
68566	20	1	black	2	33.16	NA	1	180.2116142	121.7375182	50.78893513	33.5	34.1	33.16	NA	NA	NA	NA	NA	23.74	1.212	-0.635	0.963	-1.709	-3.863	9.53	3.987	6093.364	2.3	-0.671	-1.423	7.11	3.114	37.3	0.019	3.688	26	2.715	6.544	0.233	35.4164996224892	49.195407206435	7.30956866268701	3.32621921350054	4.67225193298676	0.0800533619094315	56.504975869112	64.583500377511	8.07852450839308	0.122411993214704	52.5216264199324	12.0618739575829	0.6395	1.0422	0.6967	2.0292	2.6254	2.3273	-1.4085	0.7574	2.1659
68567	20	1	black	2	36.8	NA	0	251.9752599	157.5176911	83.87382968	29.7	36.4	36.8	NA	NA	NA	NA	NA	5.44	0.683	-0.844	0.322	-1.959	-3.474	31.62	4.677	4851.123	2.651	0.372	-6.908	7.71	3.178	41.8	0.018	3.619	24.2	2.773	6.377	0.217	38.7586175971448	44.6139234216681	6.75178495288857	3.95445610857153	5.70546848763628	0.215749432078291	51.365708374567	61.2413824028555	9.87567402828843	0.160694574594596	48.5683795302462	12.673002872604	-2.1133	0.3282	0.7478	-0.3637	0.1674	-0.0981	-3.2456	-1.4064	1.8392
68569	20	0	grey	2	44.4	NA	1	147.6331905	113.1613042	35.02877118	NA	44.4	44.4	3	2	5	1	NA	11.58	1.495	0.425	0.99	-1.465	-6.908	31.62	5.863	3637.296	2.293	-2.976	-6.908	7.8	3.114	35	0.022	3.521	27.7	2.754	6.574	0.227	33.3871240826892	49.439098580135	8.08838908268701	3.43943041180054	5.52426854318676	0.121689299409431	57.527487662912	66.612875917311	9.08538825449308	0.133612074314704	52.8785289919324	13.7343469253829	-0.9786	0.4381	1.4073	0.9796	0.6718	0.8257	-2.4123	-0.9473	1.465
68570	20	0	grey	2	44.4	NA	0	133.1538763	116.7811327	30.6849819	39.6	41.4	44.4	3	2	5	1	NA	14.87	0.293	-0.916	-0.105	-3.863	-3.863	9.53	5.465	4486.32	1.204	0.255	-0.865	7.33	3.162	38.7	0.019	3.688	25.8	2.66	6.41	0.244	53.2970651947892	37.812980241535	4.22551300068701	1.89024855910054	2.66617143438676	0.108021569409431	42.038493242312	46.702934805211	4.66444156289308	0.100567925714704	39.7032288006324	6.99970600448285	-3.0086	-0.6558	0.7478	-1.4623	-0.9313	-1.1967	-3.5332	-2.0995	1.4337
68571	20	0	grey	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68573	20	0	beige	2	61.1	NA	1	150.8631768	116.6140693	46.89066206	49.1	57	61.1	3	2	5	1	11.02	11.77	1.34	0.01	0.963	-1.89	-3.194	31.62	5.144	4700.474	2.002	-0.04	-3.863	7.59	3.24	39.2	0.019	3.715	26.8	2.76	6.39	0.217	34.0366756143892	47.036064194435	7.84155886638701	4.60138642090054	6.29270575898676	0.191609144809431	54.877623060912	65.963324385611	11.0857013247931	0.165994224314704	51.6374506154324	14.3258737702829	NA	NA	NA	NA	NA	NA	NA	NA	NA
68574	20	1	grey	0	24.2	NA	1	90.19439115	72.98456361	19.01086165	22.5	23.3	24.2	0	0	0	0	NA	5.96	0.94	0.03	0.315	-2.033	-3.863	31.62	6.354	2882.616	2.256	-0.161	-6.908	6.34	2.757	29.2	0.022	3.464	26	3.122	6.122	0.256	47.2384947945448	38.5487601981681	5.57141755978857	3.99383482347153	4.38315377333628	0.264338850678291	44.120177757967	52.7615052054554	8.64132744738843	0.169776115694596	42.5425950216462	10.218910183804	-1.1373	0.4761	0.0265	-0.0058	1.4428	0.7185	-2.5509	-0.1919	2.359
68575	20	1	grey	0	24.1	NA	0	87.27844941	68.69640298	21.58376143	21.3	23.9	24.1	NA	NA	NA	NA	NA	17.37	1.319	0.122	0.871	-1.604	-3.863	31.62	5.492	4081.932	2.332	-0.753	-3.194	6.86	3.098	35.4	0.019	3.742	27.1	2.674	6.159	0.244	48.7119084349448	39.2402608098681	5.46838007068857	2.90361505467153	3.48204174643628	0.193793883378291	44.708640880567	51.2880915650555	6.57945068448843	0.134619466494596	42.1438758645462	9.14421570050395	0.8887	1.0999	0.0265	1.8198	3.2684	2.5442	-1.2393	1.3767	2.6161
68576	20	1	grey	0	23.1	NA	1	113.4076572	95.22583772	27.18696446	21.9	23.2	23.1	0	0	0	0	NA	14.67	1.504	0.385	1.008	-1.959	-2.198	5.68	5.718	3719.78	1.786	0.876	-0.313	7.04	2.933	35	0.02	3.493	24.6	2.688	6.192	0.286	53.8433359342448	33.4464453570681	5.09896063358857	3.85915604307153	3.58172387383628	0.170378158178291	38.545405990667	46.1566640657555	7.61125807508843	0.177700095394596	37.3056014001462	8.85106266560395	-1.1373	0.0668	-0.7766	-0.6853	1.785	0.5499	-2.3823	0.3189	2.7012
68577	20	1	beige	0	25	NA	1	90.13722317	72.06975669	14.72270102	22.5	23.9	25	0	0	0	0	NA	5.22	1.247	-0.301	0.948	-2.033	-3.194	31.62	4.597	5477.48	1.944	0.05	-3.194	7.52	3.098	38.5	0.02	3.578	24.9	2.715	6.234	0.256	35.9903463202448	43.7057697854681	6.83482042628857	6.47744207147153	6.55744796633628	0.434173430178291	50.540590211767	64.0096536797555	13.4690634679884	0.209240695294596	50.1832118568462	13.826441822904	-0.9018	-0.7498	-1.4141	-1.2449	2.0363	0.3957	-1.8635	0.9067	2.7702
68578	20	1	beige	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.3458653978448	37.0666675236681	5.77795335828857	4.73756654727153	4.69714418003628	0.374802992878291	42.844620881967	52.6541346021555	9.80951372028843	0.193018658094596	41.8042340709462	10.849900531204	NA	NA	NA	NA	NA	NA	NA	NA	NA
68579	20	1	grey	0	21.5	NA	1	67.32418408	55.48884507	7.690111109	20.7	22	21.5	NA	NA	NA	NA	NA	17.49	1.051	0.262	0.231	-1.423	-3.194	9.53	6.753	1956.293	2.905	0.372	-1.234	7.14	3	35.5	0.02	3.55	25.4	2.715	6.17	0.238	42.5266405590448	42.6317903229681	5.40500436348857	4.52247005307153	4.71135383343628	0.202740867978291	48.036794686467	57.4733594409554	9.43656475448843	0.166342074494596	47.1542603761462	10.319099064804	1.6419	0.5176	-0.3244	1.9399	3.8348	2.8874	-0.4162	2.183	2.5992
68580	20	1	grey	0	20	NA	0	77.27272424	48.11320469	13.97941507	19.4	20	20	NA	NA	NA	NA	NA	6.48	1.495	0.688	0.806	-1.766	-2.976	6.9	6.672	2521.044	1.936	0.158	-1.076	9.86	3.05	52.2	0.019	3.066	17.8	2.734	6.317	0.233	40.4706910582448	40.5171759835681	6.59217480498857	6.07465402617153	5.94042153523628	0.404882591778291	47.109350788567	59.5293089417555	12.4199581531884	0.210391893394596	46.5918300097462	12.937478932004	-0.9018	-0.0343	0.0265	-0.0338	1.4148	0.6905	-2.1583	-0.0096	2.1487
68581	20	1	grey	0	22.1	NA	0	97.0554686	69.15379792	26.27215754	21.9	22.2	22.1	0	0	0	0	NA	8.09	0.824	0.104	0.039	-2.198	-3.863	31.62	6.983	2082.097	2.161	-0.127	-2.645	7.07	3.033	36.8	0.019	3.606	25	2.701	6.192	0.25	33.8280535856448	43.9626806315681	8.10167272768857	5.59227720147153	8.08270330803628	0.432612545678291	52.064353359167	66.1719464143554	14.1075930551884	0.210784105494596	49.5549578329462	16.616988581404	-0.5302	-1.3796	-0.7766	-0.8113	1.659	0.4239	-1.3163	0.7889	2.1052
