NCMBID	Gender	Father	Mutter	cage
032234	f	022669//black	027239//blackLL	F18-42
032235	f	022669//black	027239//blackLL	F18-42
032236	f	022669//black	027239//blackLL	F18-42
032237	f	022669//black	027239//blackLL	F18-42
032238	f	022669//black	027239//blackLL	F18-42
032246	m	022581//beigeL	023081//brown	F18-43
032247	m	022581//beigeL	023081//brown	F18-43
032248	m	022581//beigeL	023081//brown	F18-43
032252	f	022581//beigeL	023080//black	F18-44
032253	f	022581//beigeL	023080//black	F18-44
032254	f	022581//beigeL	023080//black	F18-44
032255	f	022581//beigeL	023080//black	F18-44
032256	f	022581//beigeL	023080//black	F18-44
032257	f	022581//beigeL	023080//black	F18-44
033066	f	022597//agouti	023067//white	F18-68
033067	f	022597//agouti	023066//black	F18-68
033068	f	022597//agouti	023066//black	F18-68
033069	f	022597//agouti	023066//black	F18-68
033070	f	022597//agouti	023066//black	F18-68
033071	f	022597//agouti	023066//black	F18-68
032218	m	022608//grey	023045//blackL	F18-40
032219	m	022608//grey	023045//blackL	F18-40
032220	m	022608//grey	023045//blackL	F18-40
032258	m	022613//black	023035//black	F18-45
032259	m	022613//black	023035//black	F18-45
032260	m	022613//black	023035//black	F18-45
032261	m	022613//black	023035//black	F18-45
032262	m	022613//black	023035//black	F18-45
032272	m	022632//agoutiR	023010//black	F18-46
032273	m	022632//agoutiR	023010//black	F18-46
032274	m	022632//agoutiR	023010//black	F18-46
032275	m	022632//agoutiR	023010//black	F18-46
032276	m	022632//agoutiR	023010//black	F18-46
032277	f	022632//agoutiR	023010//black	F18-47
032278	f	022632//agoutiR	023010//black	F18-47
032279	f	022632//agoutiR	023013//whiteL	F18-47
032280	f	022632//agoutiR	023013//whiteL	F18-47
032281	f	022632//agoutiR	023013//whiteL	F18-47
032282	m	022001//-	022948//agoutiR	F18-48
032283	m	022001//-	022948//agoutiR	F18-48
032284	m	022001//-	022948//agoutiR	F18-48
032285	m	022001//-	022948//agoutiR	F18-48
032286	m	022001//-	022948//agoutiR	F18-48
032287	m	022001//-	022948//agoutiR	F18-48
032290	f	022001//-	022948//agoutiR	F18-49
032291	f	022001//-	022948//agoutiR	F18-49
032292	f	022001//-	022948//agoutiR	F18-49
032293	f	022001//-	022948//agoutiR	F18-49
032294	f	022001//-	022948//agoutiR	F18-49
032295	f	022001//-	022948//agoutiR	F18-49
032185	f	022319//agoutiL	022934//agoutiL	F18-36
032186	f	022319//agoutiL	022934//agoutiL	F18-36
032180	m	022319//agoutiL	022934//agoutiL	F18-37
032181	m	022319//agoutiL	022934//agoutiL	F18-37
032182	m	022319//agoutiL	022934//agoutiL	F18-37
032183	m	022319//agoutiL	022934//agoutiL	F18-37
032184	m	022319//agoutiL	022934//agoutiL	F18-37
032304	m	022330//agouti	022889//blackR	F18-50
032305	m	022330//agouti	022889//blackR	F18-50
032306	m	022330//agouti	022889//blackR	F18-50
032307	m	022330//agouti	022889//blackR	F18-50
032308	m	022330//agouti	022889//blackR	F18-50
032309	m	022330//agouti	022889//blackR	F18-50
032310	f	022330//agouti	022889//blackR	F18-51
032311	f	022330//agouti	022890//agouti	F18-51
032312	f	022330//agouti	022890//agouti	F18-51
032313	f	022330//agouti	022890//agouti	F18-51
032314	f	022330//agouti	022890//agouti	F18-51
032315	f	022330//agouti	022890//agouti	F18-51
032335	m	023954//beigeL	022827//black	F18-52
032336	m	023954//beigeL	022827//black	F18-52
032337	m	023954//beigeL	022827//black	F18-52
032338	m	023954//beigeL	022827//black	F18-52
032339	m	023954//beigeL	022827//black	F18-52
032340	m	023954//beigeL	022827//black	F18-52
032341	f	023954//beigeL	022827//black	F18-53
032342	f	023954//beigeL	022827//black	F18-53
032343	f	023954//beigeL	022827//black	F18-53
032344	f	023954//beigeL	022827//black	F18-53
032345	f	023954//beigeL	022827//black	F18-53
032355	m	022421//agouti	022793//grey	F18-54
032356	m	022421//agouti	022793//grey	F18-54
032357	m	022421//agouti	022793//grey	F18-54
032358	m	022421//agouti	022793//grey	F18-54
032359	m	022421//agouti	022793//grey	F18-54
032360	m	022421//agouti	022793//grey	F18-54
032361	f	022421//agouti	022793//grey	F18-55
032362	f	022421//agouti	022793//grey	F18-55
032363	f	022421//agouti	022793//grey	F18-55
032364	f	022421//agouti	022793//grey	F18-55
032365	f	022421//agouti	022793//grey	F18-55
032366	f	022421//agouti	022793//grey	F18-55
033114	f	022462//blackL	023963//black	F18-69
033115	f	022462//blackL	023963//black	F18-69
033116	f	022462//blackL	023963//black	F18-69
033117	f	022462//blackL	023963//black	F18-69
033118	f	022462//blackL	023963//black	F18-69
033119	f	022462//blackL	023963//black	F18-69
033120	m	022462//blackL	023964//blackL	F18-71
033121	m	022462//blackL	023964//blackL	F18-71
033122	m	022462//blackL	023964//blackL	F18-71
033123	m	022462//blackL	023964//blackL	F18-71
032376	m	022483//blackL	022717//blackR	F18-56
032377	m	022483//blackL	022717//blackR	F18-56
032378	m	022483//blackL	022717//blackR	F18-56
032379	f	022483//blackL	022717//blackR	F18-57
032380	f	022483//blackL	022717//blackR	F18-57
032381	f	022483//blackL	022717//blackR	F18-57
032394	m	022518//whiteLR	022699//whiteL	F18-58
032395	m	022518//whiteLR	022699//whiteL	F18-58
032396	m	022518//whiteLR	022699//whiteL	F18-58
032397	m	022518//whiteLR	022699//whiteL	F18-58
032398	m	022518//whiteLR	022699//whiteL	F18-58
032399	f	022518//whiteLR	022700//agouti	F18-59
032400	f	022518//whiteLR	022700//agouti	F18-59
032401	f	022518//whiteLR	022700//agouti	F18-59
032402	f	022518//whiteLR	022700//agouti	F18-59
032403	f	022518//whiteLR	022700//agouti	F18-59
032385	f	022550//black	022687//agouti	F18-57
032386	f	022550//black	022687//agouti	F18-57
032387	f	022550//black	022687//agouti	F18-57
033100	f	027232//blackR	022000//R	F18-67
033101	f	027232//blackR	022000//R	F18-67
033094	m	027232//blackR	022000//R	F18-70
033095	m	027232//blackR	022000//R	F18-70
033096	m	027232//blackR	022000//R	F18-70
033097	m	027232//blackR	022000//R	F18-70
033098	m	027232//blackR	022000//R	F18-70
033099	m	027232//blackR	022000//R	F18-70
032404	m	022552//beige	022673//black	F18-60
032405	m	022552//beige	022673//black	F18-60
032406	m	022552//beige	022673//black	F18-60
032407	m	022552//beige	022673//black	F18-60
032408	f	022552//beige	022673//black	F18-61
032409	f	022552//beige	022673//black	F18-61
032410	f	022552//beige	022673//black	F18-61
032411	f	022552//beige	022673//black	F18-61
032412	f	022552//beige	022673//black	F18-61
032413	f	022552//beige	022672//agouti	F18-61
031858	m	023961//blackL	023989//beigeLR	F18-2
031859	m	023961//blackL	023989//beigeLR	F18-2
031860	m	023961//blackL	023989//beigeLR	F18-2
031861	m	023961//blackL	023989//beigeLR	F18-2
031862	f	023961//blackL	023989//beigeLR	F18-3
031863	f	023961//blackL	023989//beigeLR	F18-3
031864	f	023961//blackL	023989//beigeLR	F18-3
031865	f	023961//blackL	023989//beigeLR	F18-3
031866	f	023961//blackL	023989//beigeLR	F18-3
031867	f	023961//blackL	023989//beigeLR	F18-3
033026	m	022961//brown	022559//black	F18-62
033027	m	022961//brown	022559//black	F18-62
033028	m	022961//brown	022559//black	F18-62
033029	m	022961//brown	022559//black	F18-62
033030	m	022961//brown	022559//black	F18-62
033031	m	022961//brown	022559//black	F18-62
033032	f	022961//brown	022559//black	F18-63
033033	f	022961//brown	022559//black	F18-63
033034	f	022961//brown	022559//black	F18-63
033035	f	022961//brown	022559//black	F18-63
033036	f	022961//brown	022559//black	F18-63
033037	f	022961//brown	022559//black	F18-63
035425	m	022926//grey	022850//agoutiL	F18-4
035426	m	022926//grey	022850//agoutiL	F18-4
035427	m	022926//grey	022850//agoutiL	F18-4
035428	m	022926//grey	022850//agoutiL	F18-4
035429	m	022926//grey	022850//agoutiL	F18-4
031884	m	022514//black	023009//agouti	F18-5
031885	m	022514//black	023009//agouti	F18-5
031886	m	022514//black	023009//agouti	F18-5
031887	m	022514//black	023009//agouti	F18-5
031888	m	022514//black	023009//agouti	F18-5
031889	m	022514//black	023009//agouti	F18-5
031893	f	022514//black	023009//agouti	F18-6
031894	f	022514//black	023009//agouti	F18-6
031895	f	022514//black	023009//agouti	F18-6
031896	f	022514//black	023009//agouti	F18-6
031897	f	022514//black	023009//agouti	F18-6
033832	m	027231//blackL	022792//beige	F18-72
033833	m	027231//blackL	022792//beige	F18-72
033834	m	027231//blackL	022792//beige	F18-72
033835	m	027231//blackL	022792//beige	F18-72
033836	m	027231//blackL	022792//beige	F18-72
031901	m	023952//blackL	022591//agoutiL	F18-7
031902	m	023952//blackL	022591//agoutiL	F18-7
031906	m	023952//blackL	022588//beigeL	F18-7
031907	m	023952//blackL	022588//beigeL	F18-7
031908	m	023952//blackL	022588//beigeL	F18-7
031909	m	023952//blackL	022588//beigeL	F18-7
031903	f	023952//blackL	022591//agoutiL	F18-8
031904	f	023952//blackL	022591//agoutiL	F18-8
031905	f	023952//blackL	022591//agoutiL	F18-8
031910	f	023952//blackL	022588//beigeL	F18-8
031911	f	023952//blackL	022588//beigeL	F18-8
031912	f	023952//blackL	022588//beigeL	F18-8
031924	f	022639//agoutiL	022469//blackLR	F18-10
031925	f	022639//agoutiL	022469//blackLR	F18-10
031926	f	022639//agoutiL	022469//blackLR	F18-10
031927	f	022639//agoutiL	022469//blackLR	F18-10
031928	f	022639//agoutiL	022469//blackLR	F18-10
031919	m	022639//agoutiL	022469//blackLR	F18-9
031920	m	022639//agoutiL	022469//blackLR	F18-9
031921	m	022639//agoutiL	022469//blackLR	F18-9
031922	m	022639//agoutiL	022469//blackLR	F18-9
031923	m	022639//agoutiL	022469//blackLR	F18-9
